,Name,t_%,y_var,t_0,file,Rater,Artist,Participant,Dance_mode,Music_mode,Palo,Condition,Assigned_%
4,P3_D6_G1_M6_R2_T1,0.30000000000000004,3,49.10606309536743,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.4
5,P3_D6_G1_M6_R2_T1,0.30000000000000004,4,51.04420793133545,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.4
6,P3_D6_G1_M6_R2_T1,0.4,2,63.8158562002716,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.4
7,P3_D6_G1_M6_R2_T1,0.5,3,76.44184499046325,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.5
8,P3_D6_G1_M6_R2_T1,0.5,2,85.70835604577637,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.5
9,P3_D6_G1_M6_R2_T1,0.6,3,93.5465830705719,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.6
10,P3_D6_G1_M6_R2_T1,0.6,2,106.26865702098084,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.6
11,P3_D6_G1_M6_R2_T1,0.7000000000000001,4,115.73782695994568,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.8
12,P3_D6_G1_M6_R2_T1,0.7000000000000001,3,125.62303596566773,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.8
13,P3_D6_G1_M6_R2_T1,0.8,5,140.12009105722046,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.8
14,P3_D6_G1_M6_R2_T1,0.9,3,146.4556171373291,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.9
15,P3_D6_G1_M6_R2_T1,0.9,4,157.86728604196168,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,0.9
16,P3_D6_G1_M6_R2_T1,1.0,5,169.969259207901,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,1.0
17,P3_D6_G1_M6_R2_T1,1.0,4,175.1784220667572,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,1.0
18,P3_D6_G1_M6_R2_T1,1.0,3,187.22681385313416,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,1.0
19,P3_D6_G1_M6_R2_T1,1.0,3,187.22681385313416,P3_P3_D6_G1_M6_R2_T1_IMPRO.csv,P3,P,P3,D6,M6,R2,D6_M6,1.0
0,P8_D6_G4_M6_R1_T2,0.4,5,45.971238971389774,G4_P8_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P8,D6,M6,R1,D6_M6,0.4
1,P8_D6_G4_M6_R1_T2,0.7000000000000001,6,78.1366818998642,G4_P8_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P8,D6,M6,R1,D6_M6,0.8
2,P8_D6_G4_M6_R1_T2,0.8,6,78.1366818998642,G4_P8_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P8,D6,M6,R1,D6_M6,0.8
3,P8_D6_G4_M6_R1_T2,0.9,6,78.1366818998642,G4_P8_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P8,D6,M6,R1,D6_M6,0.9
4,P8_D6_G4_M6_R1_T2,1.0,6,78.1366818998642,G4_P8_D6_G4_M6_R1_T2_IMPRO.csv,G4,G,P8,D6,M6,R1,D6_M6,1.0
0,P8_D6_G4_M6_R2_T1,0.1,4,10.76607702861023,G4_P8_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P8,D6,M6,R2,D6_M6,0.1
1,P8_D6_G4_M6_R2_T1,0.30000000000000004,5,57.97620696900559,G4_P8_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P8,D6,M6,R2,D6_M6,0.4
2,P8_D6_G4_M6_R2_T1,0.5,6,111.11060780211258,G4_P8_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P8,D6,M6,R2,D6_M6,0.5
3,P8_D6_G4_M6_R2_T1,0.8,5,171.2456340524521,G4_P8_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P8,D6,M6,R2,D6_M6,0.8
4,P8_D6_G4_M6_R2_T1,1.0,6,219.12339518119813,G4_P8_D6_G4_M6_R2_T1_IMPRO.csv,G4,G,P8,D6,M6,R2,D6_M6,1.0
0,P10_D5_G5_M5_R1_T1,0.30000000000000004,4,25.74180604005432,P10_P10_D5_G5_M5_R1_T1_IMPRO.csv,P10,P,P10,D5,M5,R1,D5_M5,0.4
1,P10_D5_G5_M5_R1_T1,0.5,2,42.69448910871887,P10_P10_D5_G5_M5_R1_T1_IMPRO.csv,P10,P,P10,D5,M5,R1,D5_M5,0.5
2,P10_D5_G5_M5_R1_T1,0.6,5,53.15070379400635,P10_P10_D5_G5_M5_R1_T1_IMPRO.csv,P10,P,P10,D5,M5,R1,D5_M5,0.6
3,P10_D5_G5_M5_R1_T1,0.8,7,72.01447890844726,P10_P10_D5_G5_M5_R1_T1_IMPRO.csv,P10,P,P10,D5,M5,R1,D5_M5,0.8
4,P10_D5_G5_M5_R1_T1,0.8,4,74.97918696376037,P10_P10_D5_G5_M5_R1_T1_IMPRO.csv,P10,P,P10,D5,M5,R1,D5_M5,0.8
5,P10_D5_G5_M5_R1_T1,0.9,5,83.77804688365174,P10_P10_D5_G5_M5_R1_T1_IMPRO.csv,P10,P,P10,D5,M5,R1,D5_M5,0.9
6,P10_D5_G5_M5_R1_T1,1.0,5,83.77804688365174,P10_P10_D5_G5_M5_R1_T1_IMPRO.csv,P10,P,P10,D5,M5,R1,D5_M5,1.0
0,P5_D1_G3_M6_R2_T1,0.1,3,7.732510015258789,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.1
1,P5_D1_G3_M6_R2_T1,0.2,5,14.964170011444091,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.2
2,P5_D1_G3_M6_R2_T1,0.30000000000000004,2,25.284024786376957,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.4
3,P5_D1_G3_M6_R2_T1,0.4,3,35.34511097520447,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.4
4,P5_D1_G3_M6_R2_T1,0.4,1,40.90929297901916,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.4
5,P5_D1_G3_M6_R2_T1,0.4,3,46.3186658664856,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.4
6,P5_D1_G3_M6_R2_T1,0.6,2,65.04072298283386,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.6
7,P5_D1_G3_M6_R2_T1,0.6,4,68.52349801144409,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.6
8,P5_D1_G3_M6_R2_T1,0.8,3,86.56205498855591,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.8
9,P5_D1_G3_M6_R2_T1,0.8,4,92.18981510108948,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,0.8
10,P5_D1_G3_M6_R2_T1,1.0,5,106.19096205531312,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,1.0
11,P5_D1_G3_M6_R2_T1,1.0,2,112.6997360228882,P5_P5_D1_G3_M6_R2_T1_IMPRO.csv,P5,P,P5,D1,M6,R2,D1_M6,1.0
0,P10_D1_G5_M1_R2_T1,0.1,7,2.219917011444092,P10_P10_D1_G5_M1_R2_T1_IMPRO.csv,P10,P,P10,D1,M1,R2,D1_M1,0.1
1,P10_D1_G5_M1_R2_T1,0.8,5,126.71278601716614,P10_P10_D1_G5_M1_R2_T1_IMPRO.csv,P10,P,P10,D1,M1,R2,D1_M1,0.8
2,P10_D1_G5_M1_R2_T1,0.9,7,136.15953700762938,P10_P10_D1_G5_M1_R2_T1_IMPRO.csv,P10,P,P10,D1,M1,R2,D1_M1,0.9
3,P10_D1_G5_M1_R2_T1,1.0,4,155.0285408321533,P10_P10_D1_G5_M1_R2_T1_IMPRO.csv,P10,P,P10,D1,M1,R2,D1_M1,1.0
4,P10_D1_G5_M1_R2_T1,1.0,3,162.68790308773805,P10_P10_D1_G5_M1_R2_T1_IMPRO.csv,P10,P,P10,D1,M1,R2,D1_M1,1.0
0,P12_D6_G7_M6_R1_T2,0.1,1,7.544521082015991,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.1
1,P12_D6_G7_M6_R1_T2,0.1,3,13.423122908447263,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.1
2,P12_D6_G7_M6_R1_T2,0.30000000000000004,4,32.72364284931946,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.4
3,P12_D6_G7_M6_R1_T2,0.30000000000000004,3,40.82943782833863,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.4
4,P12_D6_G7_M6_R1_T2,0.4,2,49.704200034332274,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.4
5,P12_D6_G7_M6_R1_T2,0.4,1,57.64318691798401,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.4
6,P12_D6_G7_M6_R1_T2,0.4,2,61.39962293133545,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.4
7,P12_D6_G7_M6_R1_T2,0.5,4,71.49485183787537,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.5
8,P12_D6_G7_M6_R1_T2,0.6,5,85.58817789128113,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.6
9,P12_D6_G7_M6_R1_T2,0.6,7,87.03201915830994,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.6
10,P12_D6_G7_M6_R1_T2,0.7000000000000001,6,96.63555203814695,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.8
11,P12_D6_G7_M6_R1_T2,0.7000000000000001,7,99.5124889408722,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.8
12,P12_D6_G7_M6_R1_T2,0.7000000000000001,6,107.029740082016,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.8
13,P12_D6_G7_M6_R1_T2,0.7000000000000001,4,110.05782997711182,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.8
14,P12_D6_G7_M6_R1_T2,0.8,3,116.3213469885559,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.8
15,P12_D6_G7_M6_R1_T2,0.8,4,126.87157410681152,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.8
16,P12_D6_G7_M6_R1_T2,0.9,5,128.63822582070924,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.9
17,P12_D6_G7_M6_R1_T2,0.9,6,130.12897396757506,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.9
18,P12_D6_G7_M6_R1_T2,0.9,7,130.88117889128114,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,0.9
19,P12_D6_G7_M6_R1_T2,1.0,6,144.76432013542174,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,1.0
20,P12_D6_G7_M6_R1_T2,1.0,4,156.05408809346008,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,1.0
21,P12_D6_G7_M6_R1_T2,1.0,3,165.36334491798402,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,1.0
22,P12_D6_G7_M6_R1_T2,1.0,3,165.36334491798402,P12_P12_D6_G7_M6_R1_T2_IMPRO.csv,P12,P,P12,D6,M6,R1,D6_M6,1.0
0,P12_D6_G7_M6_R2_T1,0.1,4,9.6293939294281,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.1
1,P12_D6_G7_M6_R2_T1,0.2,5,37.96175801525879,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.2
2,P12_D6_G7_M6_R2_T1,0.30000000000000004,6,70.57175497901916,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.4
3,P12_D6_G7_M6_R2_T1,0.30000000000000004,5,76.47709887983703,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.4
4,P12_D6_G7_M6_R2_T1,0.4,6,81.40832781880188,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.4
5,P12_D6_G7_M6_R2_T1,0.4,5,100.0361869256134,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.4
6,P12_D6_G7_M6_R2_T1,0.5,6,104.71151999046326,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.5
7,P12_D6_G7_M6_R2_T1,0.5,5,121.85573508392334,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.5
8,P12_D6_G7_M6_R2_T1,0.6,4,131.91985006103516,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.6
9,P12_D6_G7_M6_R2_T1,0.6,5,147.46930287602234,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.6
10,P12_D6_G7_M6_R2_T1,0.7000000000000001,4,159.3604858188019,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.8
11,P12_D6_G7_M6_R2_T1,0.7000000000000001,3,169.0187888779297,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.8
12,P12_D6_G7_M6_R2_T1,0.8,4,204.0639810934601,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.8
13,P12_D6_G7_M6_R2_T1,0.9,5,211.70259208964535,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.9
14,P12_D6_G7_M6_R2_T1,0.9,6,213.78455403433227,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.9
15,P12_D6_G7_M6_R2_T1,0.9,5,225.74402593133544,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.9
16,P12_D6_G7_M6_R2_T1,0.9,6,229.116527956131,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,0.9
17,P12_D6_G7_M6_R2_T1,1.0,5,239.02004398283387,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,1.0
18,P12_D6_G7_M6_R2_T1,1.0,6,243.0602618111725,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,1.0
19,P12_D6_G7_M6_R2_T1,1.0,5,254.94399106484985,P12_P12_D6_G7_M6_R2_T1_IMPRO.csv,P12,P,P12,D6,M6,R2,D6_M6,1.0
0,P11_D1_G6_M6_R2_T1,0.1,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,0.1
1,P11_D1_G6_M6_R2_T1,0.2,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,0.2
2,P11_D1_G6_M6_R2_T1,0.30000000000000004,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,0.4
3,P11_D1_G6_M6_R2_T1,0.4,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,0.4
4,P11_D1_G6_M6_R2_T1,0.5,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,0.5
5,P11_D1_G6_M6_R2_T1,0.6,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,0.6
6,P11_D1_G6_M6_R2_T1,0.7000000000000001,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,0.8
7,P11_D1_G6_M6_R2_T1,0.8,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,0.8
8,P11_D1_G6_M6_R2_T1,0.9,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,0.9
9,P11_D1_G6_M6_R2_T1,1.0,5,1.0845601525878903,G6_P11_D1_G6_M6_R2_T1_IMPRO.csv,G6,G,P11,D1,M6,R2,D1_M6,1.0
0,P3_D1_G1_M6_R2_T1,0.1,1,10.55229038286624,G1_P3_D1_G1_M6_R2_T1_IMPRO.csv,G1,G,P3,D1,M6,R2,D1_M6,0.1
1,P3_D1_G1_M6_R2_T1,1.0,2,173.63048222607387,G1_P3_D1_G1_M6_R2_T1_IMPRO.csv,G1,G,P3,D1,M6,R2,D1_M6,1.0
2,P3_D1_G1_M6_R2_T1,1.0,1,175.09644932866266,G1_P3_D1_G1_M6_R2_T1_IMPRO.csv,G1,G,P3,D1,M6,R2,D1_M6,1.0
0,P4_D1_G2_M6_R1_T1,0.1,4,32.4636160743866,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.1
1,P4_D1_G2_M6_R1_T1,0.2,4,51.34961408010864,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.2
2,P4_D1_G2_M6_R1_T1,0.2,4,52.30612988937378,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.2
3,P4_D1_G2_M6_R1_T1,0.2,4,64.89388411062622,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.2
4,P4_D1_G2_M6_R1_T1,0.30000000000000004,4,84.96646499618531,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.4
5,P4_D1_G2_M6_R1_T1,0.4,5,113.3589127806549,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.4
6,P4_D1_G2_M6_R1_T1,0.4,6,125.33722889891052,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.4
7,P4_D1_G2_M6_R1_T1,0.4,6,136.5572939961853,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.4
8,P4_D1_G2_M6_R1_T1,0.5,4,150.00720988365174,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.5
9,P4_D1_G2_M6_R1_T1,0.5,5,170.33214397711183,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.5
10,P4_D1_G2_M6_R1_T1,0.6,4,175.95612004768373,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.6
11,P4_D1_G2_M6_R1_T1,0.7000000000000001,3,214.71933708773804,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.8
12,P4_D1_G2_M6_R1_T1,0.7000000000000001,3,230.56044905912785,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.8
13,P4_D1_G2_M6_R1_T1,0.8,2,247.02604786457823,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.8
14,P4_D1_G2_M6_R1_T1,0.8,4,260.8998270152588,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.8
15,P4_D1_G2_M6_R1_T1,0.8,4,276.1821919713898,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.8
16,P4_D1_G2_M6_R1_T1,0.9,4,299.69473996566774,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,0.9
17,P4_D1_G2_M6_R1_T1,1.0,5,322.77018799427793,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,1.0
18,P4_D1_G2_M6_R1_T1,1.0,3,340.3223289103546,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,1.0
19,P4_D1_G2_M6_R1_T1,1.0,4,354.748644961853,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,1.0
20,P4_D1_G2_M6_R1_T1,1.0,4,354.748644961853,P4_P4_D1_G2_M6_R1_T1_IMPRO.csv,P4,P,P4,D1,M6,R1,D1_M6,1.0
0,P12_D1_G7_M1_R1_T1,0.1,7,5.345269123977661,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.1
1,P12_D1_G7_M1_R1_T1,0.1,6,13.715016979019165,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.1
2,P12_D1_G7_M1_R1_T1,0.2,5,27.08861290272522,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.2
3,P12_D1_G7_M1_R1_T1,0.2,4,33.04063094277954,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.2
4,P12_D1_G7_M1_R1_T1,0.30000000000000004,5,41.96392995422363,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.4
5,P12_D1_G7_M1_R1_T1,0.30000000000000004,6,44.071346036239625,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.4
6,P12_D1_G7_M1_R1_T1,0.30000000000000004,7,47.47042096948242,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.4
7,P12_D1_G7_M1_R1_T1,0.4,6,78.3804200705719,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.4
8,P12_D1_G7_M1_R1_T1,0.5,5,79.89459009536743,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.5
9,P12_D1_G7_M1_R1_T1,0.5,4,86.6230161335144,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.5
10,P12_D1_G7_M1_R1_T1,0.5,6,89.75295601525879,P12_P12_D1_G7_M1_R1_T1_IMPRO.csv,P12,P,P12,D1,M1,R1,D1_M1,0.5
